cabinet_id,phone_number,address,locality,state,postcode,latitude,longitude,fnn,phone_attributes,source
02983823X2,0298389786,1 TERMINUS RD,SEVEN HILLS,NSW,2147,-33.774052,150.935838,,,Tasmania Government LIST Telstra Payphones layer
02989609X2,0298964580,37 BEST RD,SEVEN HILLS,NSW,2147,-33.783844,150.941168,,,Tasmania Government LIST Telstra Payphones layer
02983134X2,0298313461,180 RESERVOIR RD,ARNDELL PARK,NSW,2148,-33.796338,150.897019,,,Tasmania Government LIST Telstra Payphones layer
02881400X2,0288149902,2 MAIN ST,BLACKTOWN,NSW,2148,-33.769211,150.906869,,,Tasmania Government LIST Telstra Payphones layer
02962100X2,0296211088,1 MAIN ST,BLACKTOWN,NSW,2148,-33.767792,150.907948,,,Tasmania Government LIST Telstra Payphones layer
02962105X2,0296211495,17 FLUSHCOMBE RD,BLACKTOWN,NSW,2148,-33.770347,150.908414,,,Tasmania Government LIST Telstra Payphones layer
02962106X2,0296211563,1 MAIN ST,BLACKTOWN,NSW,2148,-33.768815,150.90746,,,Tasmania Government LIST Telstra Payphones layer
02962107X2,0296211633,1 MAIN ST,BLACKTOWN,NSW,2148,-33.768744,150.907514,,,Tasmania Government LIST Telstra Payphones layer
02962108X2,0436374071,2 MAIN ST,BLACKTOWN,NSW,2148,-33.769211,150.906869,,,Tasmania Government LIST Telstra Payphones layer
02962109X2,0296212470,2 MAIN ST,BLACKTOWN,NSW,2148,-33.769211,150.906869,,,Tasmania Government LIST Telstra Payphones layer
02962110X2,0296213458,1 MAIN ST,BLACKTOWN,NSW,2148,-33.768289,150.90725,,,Tasmania Government LIST Telstra Payphones layer
02962111X2,0296213832,80 RESERVOIR RD,BLACKTOWN,NSW,2148,-33.784262,150.899833,,,Tasmania Government LIST Telstra Payphones layer
02962112X2,0296213890,1 MAIN ST,BLACKTOWN,NSW,2148,-33.768289,150.90725,,,Tasmania Government LIST Telstra Payphones layer
02962113X2,0296214921,106 MAIN ST,BLACKTOWN,NSW,2148,-33.770853,150.910108,,,Tasmania Government LIST Telstra Payphones layer
02962114X2,0437068472,74 WALTERS RD,BLACKTOWN,NSW,2148,-33.777754,150.894655,,,Tasmania Government LIST Telstra Payphones layer
02962116X2,0296215183,1 MAIN ST,BLACKTOWN,NSW,2148,-33.76889,150.907807,,,Tasmania Government LIST Telstra Payphones layer
02962120X2,0296215838,148 RICHMOND RD,BLACKTOWN,NSW,2148,-33.757485,150.894237,,,Tasmania Government LIST Telstra Payphones layer
02962121X2,0296215908,45 MAIN ST,BLACKTOWN,NSW,2148,-33.769156,150.908703,,,Tasmania Government LIST Telstra Payphones layer
02962123X2,0296216143,106 MAIN ST,BLACKTOWN,NSW,2148,-33.770853,150.910108,,,Tasmania Government LIST Telstra Payphones layer
02962124X2,0296216322,1 MAIN ST,BLACKTOWN,NSW,2148,-33.768424,150.907082,,,Tasmania Government LIST Telstra Payphones layer
02962126X2,0296216987,15 PRINCE ST,BLACKTOWN,NSW,2148,-33.765821,150.911079,,,Tasmania Government LIST Telstra Payphones layer
02962128X2,0438167786,22 SACKVILLE ST,BLACKTOWN,NSW,2148,-33.764749,150.920075,,,Tasmania Government LIST Telstra Payphones layer
02962130X2,0448995682,92 LANCELOT ST,BLACKTOWN,NSW,2148,-33.78951,150.908639,,,Tasmania Government LIST Telstra Payphones layer
02962142X2,0296217765,166 MAIN ST,BLACKTOWN,NSW,2148,-33.772907,150.913337,,,Tasmania Government LIST Telstra Payphones layer
02962143X2,0296211663,18 LANCASTER ST,BLACKTOWN,NSW,2148,-33.768389,150.89245,,,Tasmania Government LIST Telstra Payphones layer
02967119X2,0296714974,68 MAIN ST,BLACKTOWN,NSW,2148,-33.770024,150.909081,,,Tasmania Government LIST Telstra Payphones layer
02967607X1,0296768972,1 MARCEL CRS,BLACKTOWN,NSW,2148,-33.776276,150.918123,,,Tasmania Government LIST Telstra Payphones layer
02967608X1,0296765196,1 MARCEL CRS,BLACKTOWN,NSW,2148,-33.776276,150.918123,,,Tasmania Government LIST Telstra Payphones layer
02967611X1,0296766610,17 PATRICK ST,BLACKTOWN,NSW,2148,-33.770028,150.90663,,,Tasmania Government LIST Telstra Payphones layer
02983118X2,0298313750,9 KILDARE RD,BLACKTOWN,NSW,2148,-33.768918,150.905393,,,Tasmania Government LIST Telstra Payphones layer
02983122X2,0298318560,5 ST MARTINS CRS,BLACKTOWN,NSW,2148,-33.781226,150.919788,,,Tasmania Government LIST Telstra Payphones layer
02983125X2,0298311894,2 MAIN ST,BLACKTOWN,NSW,2148,-33.769211,150.906869,,,Tasmania Government LIST Telstra Payphones layer
02983127X2,0437559570,22 SACKVILLE ST,BLACKTOWN,NSW,2148,-33.76479,150.920075,,,Tasmania Government LIST Telstra Payphones layer
02962117X2,0296215306,1 QUAKERS RD,MARAYONG,NSW,2148,-33.746196,150.899823,,,Tasmania Government LIST Telstra Payphones layer
02983143X2,0298318864,1 QUAKERS RD,MARAYONG,NSW,2148,-33.746196,150.899823,,,Tasmania Government LIST Telstra Payphones layer
02989608X2,0298964493,380 BLACKTOWN RD,PROSPECT,NSW,2148,-33.799586,150.926736,,,Tasmania Government LIST Telstra Payphones layer
02963325X2,0298939107,59 MARION ST,HARRIS PARK,NSW,2150,-33.822422,151.008597,,,Tasmania Government LIST Telstra Payphones layer
02963339X2,0296334476,81 HARRIS ST,HARRIS PARK,NSW,2150,-33.82028,151.011167,,,Tasmania Government LIST Telstra Payphones layer
02963713X2,0296379309,24 ALLEN ST,HARRIS PARK,NSW,2150,-33.82527,151.01076,,,Tasmania Government LIST Telstra Payphones layer
02963730X2,0296374872,24 WIGRAM ST,HARRIS PARK,NSW,2150,-33.825086,151.008574,,,Tasmania Government LIST Telstra Payphones layer
02968745X2,0296878950,59 MARION ST,HARRIS PARK,NSW,2150,-33.822422,151.008597,,,Tasmania Government LIST Telstra Payphones layer
02989713X2,0298977804,112 GOOD ST,HARRIS PARK,NSW,2150,-33.826263,151.013032,,,Tasmania Government LIST Telstra Payphones layer
02963002X2,0296302564,396 CHURCH ST,PARRAMATTA,NSW,2150,-33.808121,151.005555,,,Tasmania Government LIST Telstra Payphones layer
02963329X2,0296334810,117 ALFRED ST,PARRAMATTA,NSW,2150,-33.818876,151.016961,,,Tasmania Government LIST Telstra Payphones layer
02963333X2,0296335498,3 PITT ST,PARRAMATTA,NSW,2150,-33.819444,150.996008,,,Tasmania Government LIST Telstra Payphones layer
02963336X2,0296333157,46 CRIMEA ST,PARRAMATTA,NSW,2150,-33.82319,150.99517,,,Tasmania Government LIST Telstra Payphones layer
02963337X2,0296334387,158 MARSDEN ST,PARRAMATTA,NSW,2150,-33.812982,151.002255,,,Tasmania Government LIST Telstra Payphones layer
02963338X2,0296334410,1 LANSDOWNE ST,PARRAMATTA,NSW,2150,-33.82236,150.99985,,,Tasmania Government LIST Telstra Payphones layer
02963340X2,0296334543,57 MACQUARIE ST,PARRAMATTA,NSW,2150,-33.81492,151.002058,,,Tasmania Government LIST Telstra Payphones layer
02963342X2,0296334509,135 GEORGE ST,PARRAMATTA,NSW,2150,-33.815821,151.011785,,,Tasmania Government LIST Telstra Payphones layer
02963521X2,0296357476,75 GEORGE ST,PARRAMATTA,NSW,2150,-33.814184,151.00581,,,Tasmania Government LIST Telstra Payphones layer
02963523X2,0436604458,240 CHURCH ST,PARRAMATTA,NSW,2150,-33.814142,151.003253,,,Tasmania Government LIST Telstra Payphones layer
02963525X2,0296350368,158 CHURCH ST,PARRAMATTA,NSW,2150,-33.817117,151.00357,,,Tasmania Government LIST Telstra Payphones layer
02963526X2,0296356895,158 CHURCH ST,PARRAMATTA,NSW,2150,-33.817117,151.00357,,,Tasmania Government LIST Telstra Payphones layer
02968308X2,0296832032,THOMAS ST,PARRAMATTA,NSW,2150,-33.81161,151.013768,,,Tasmania Government LIST Telstra Payphones layer
02968713X1,0296870867,1 ARGYLE ST,PARRAMATTA,NSW,2150,-33.817013,151.004635,,,Tasmania Government LIST Telstra Payphones layer
02968715X1,0296870413,1 ARGYLE ST,PARRAMATTA,NSW,2150,-33.81725,151.004539,,,Tasmania Government LIST Telstra Payphones layer
02968730X2,0296879809,1 STATION ST,PARRAMATTA,NSW,2150,-33.817753,151.005902,,,Tasmania Government LIST Telstra Payphones layer
02968733X2,0296872278,65 MARSDEN ST,PARRAMATTA,NSW,2150,-33.820643,150.999978,,,Tasmania Government LIST Telstra Payphones layer
02968739X2,0296872082,195 CHURCH ST,PARRAMATTA,NSW,2150,-33.81627,151.003252,,,Tasmania Government LIST Telstra Payphones layer
02968751X2,0296870781,ARGYLE ST,PARRAMATTA,NSW,2150,-33.817246,151.004269,,,Tasmania Government LIST Telstra Payphones layer
02968752X2,0296870937,ARGYLE ST,PARRAMATTA,NSW,2150,-33.817246,151.004269,,,Tasmania Government LIST Telstra Payphones layer
02968753X2,0296870295,ARGYLE ST,PARRAMATTA,NSW,2150,-33.817507,151.004695,,,Tasmania Government LIST Telstra Payphones layer
02968754X2,0296870538,ARGYLE ST,PARRAMATTA,NSW,2150,-33.818197,151.005902,,,Tasmania Government LIST Telstra Payphones layer
02968755X2,0296870725,ARGYLE ST,PARRAMATTA,NSW,2150,-33.818197,151.005902,,,Tasmania Government LIST Telstra Payphones layer
02989004X1,0298902568,171 VICTORIA RD,PARRAMATTA,NSW,2150,-33.81146,151.024774,,,Tasmania Government LIST Telstra Payphones layer
02989005X2,0298902545,30 ELIZABETH ST,PARRAMATTA,NSW,2150,-33.809334,151.009532,,,Tasmania Government LIST Telstra Payphones layer
02989108X2,0298913643,319 CHURCH ST,PARRAMATTA,NSW,2150,-33.811421,151.004189,,,Tasmania Government LIST Telstra Payphones layer
02989116X2,0298916438,51 PHILLIP ST,PARRAMATTA,NSW,2150,-33.812546,151.004714,,,Tasmania Government LIST Telstra Payphones layer
02989117X2,0436694652,39 GEORGE ST,PARRAMATTA,NSW,2150,-33.81372,151.00391,,,Tasmania Government LIST Telstra Payphones layer
02989119X2,0298916791,195 CHURCH ST,PARRAMATTA,NSW,2150,-33.81627,151.003252,,,Tasmania Government LIST Telstra Payphones layer
02989125X2,0298914847,222 CHURCH ST,PARRAMATTA,NSW,2150,-33.814503,151.003167,,,Tasmania Government LIST Telstra Payphones layer
02989127X2,0298915628,195 CHURCH ST,PARRAMATTA,NSW,2150,-33.81627,151.003252,,,Tasmania Government LIST Telstra Payphones layer
02989154X2,0298915625,195 CHURCH ST,PARRAMATTA,NSW,2150,-33.81627,151.003252,,,Tasmania Government LIST Telstra Payphones layer
02989300X2,0298937096,42 MACQUARIE ST,PARRAMATTA,NSW,2150,-33.81505,151.003152,,,Tasmania Government LIST Telstra Payphones layer
02989301X2,0298937186,126 CHURCH ST,PARRAMATTA,NSW,2150,-33.818362,151.003815,,,Tasmania Government LIST Telstra Payphones layer
02989308X2,0298939157,126 CHURCH ST,PARRAMATTA,NSW,2150,-33.818362,151.003815,,,Tasmania Government LIST Telstra Payphones layer
02963008X2,0296308654,1 IRON ST,NORTH PARRAMATTA,NSW,2151,-33.79801,151.00505,,,Tasmania Government LIST Telstra Payphones layer
02963011X2,0296300780,5 FLEET ST,NORTH PARRAMATTA,NSW,2151,-33.800538,150.997231,,,Tasmania Government LIST Telstra Payphones layer
02963012X2,0296308210,486 CHURCH ST,NORTH PARRAMATTA,NSW,2151,-33.803736,151.00597,,,Tasmania Government LIST Telstra Payphones layer
02963016X2,0296305154,140 VICTORIA RD,NORTH PARRAMATTA,NSW,2151,-33.80827,151.01838,,,Tasmania Government LIST Telstra Payphones layer
02987101X2,0298716965,312 NORTH ROCKS RD,NORTH ROCKS,NSW,2151,-33.770189,151.026345,,,Tasmania Government LIST Telstra Payphones layer
02963014X2,0296307743,2 CAMPBELL ST,NORTHMEAD,NSW,2152,-33.789086,150.995761,,,Tasmania Government LIST Telstra Payphones layer
02989001X2,0298901069,18 KLEINS RD,NORTHMEAD,NSW,2152,-33.793671,150.994613,,,Tasmania Government LIST Telstra Payphones layer
02963901X2,0296392785,20 OLD NORTHERN RD,BAULKHAM HILLS,NSW,2153,-33.759798,150.992845,,,Tasmania Government LIST Telstra Payphones layer
02963936X2,0296398111,1 RAILWAY ST,BAULKHAM HILLS,NSW,2153,-33.7617,150.993856,,,Tasmania Government LIST Telstra Payphones layer
02965901X1,0437946059,25 NORWEST BLV,BAULKHAM HILLS,NSW,2153,-33.734431,150.963542,,,Tasmania Government LIST Telstra Payphones layer
02962909X1,0437919824,4 CELEBRATION DRV,BELLA VISTA,NSW,2153,-33.730729,150.944252,,,Tasmania Government LIST Telstra Payphones layer
02962401X1,0296246583,180 CAROLINE CHISHOLM DRV,WINSTON HILLS,NSW,2153,-33.772842,150.96959,,,Tasmania Government LIST Telstra Payphones layer
02963900X2,0296392756,1 CAROLINE CHISHOLM DRV,WINSTON HILLS,NSW,2153,-33.775568,150.987826,,,Tasmania Government LIST Telstra Payphones layer
02963400X2,0296342076,5 OLD CASTLE HILL RD,CASTLE HILL,NSW,2154,-33.73181,151.006198,,,Tasmania Government LIST Telstra Payphones layer
02963401X2,0296343509,5 OLD CASTLE HILL RD,CASTLE HILL,NSW,2154,-33.73181,151.006198,,,Tasmania Government LIST Telstra Payphones layer
02963402X2,0296345298,VICTORIA AVE,CASTLE HILL,NSW,2154,-33.73481,150.981436,,,Tasmania Government LIST Telstra Payphones layer
02963403X2,0296347410,279 OLD NORTHERN RD,CASTLE HILL,NSW,2154,-33.733107,151.004779,,,Tasmania Government LIST Telstra Payphones layer
02963404X1,0428205568,309 OLD NORTHERN RD,CASTLE HILL,NSW,2154,-33.731701,151.007209,,,Tasmania Government LIST Telstra Payphones layer
02968004X1,0428498854,1 CARRINGTON RD,CASTLE HILL,NSW,2154,-33.727873,150.987296,,,Tasmania Government LIST Telstra Payphones layer
02989932X2,0428079457,201 RIDGECROP DRV,CASTLE HILL,NSW,2154,-33.713581,150.994251,,,Tasmania Government LIST Telstra Payphones layer
02962908X1,0407477404,GURAGURA ST,KELLYVILLE,NSW,2155,-33.713009,150.935426,,,Tasmania Government LIST Telstra Payphones layer
02962912X2,0436019869,29 WINDSOR RD,KELLYVILLE,NSW,2155,-33.712469,150.958146,,,Tasmania Government LIST Telstra Payphones layer
02882401X1,0447853070,35 CUDGEGONG RD,ROUSE HILL,NSW,2155,-33.691486,150.906036,,,Tasmania Government LIST Telstra Payphones layer
02888301X1,0436292984,1 TEMPUS ST,ROUSE HILL,NSW,2155,-33.691615,150.923863,,,Tasmania Government LIST Telstra Payphones layer
02967900X2,0296791810,169 ANNANGROVE RD,ANNANGROVE,NSW,2156,-33.67145,150.95593,,,Tasmania Government LIST Telstra Payphones layer
02989404X2,0298946279,80 GLENHAVEN RD,GLENHAVEN,NSW,2156,-33.698349,151.001844,,,Tasmania Government LIST Telstra Payphones layer
02965462X2,0296542042,137 KENTHURST RD,KENTHURST,NSW,2156,-33.66083,151.00511,,,Tasmania Government LIST Telstra Payphones layer
02965201X2,0296522410,3261 OLD NORTHERN RD,FOREST GLEN,NSW,2157,-33.54699,151.012147,,,Tasmania Government LIST Telstra Payphones layer
02965200X2,0296522411,938 OLD NORTHERN RD,GLENORIE,NSW,2157,-33.60112,151.00733,,,Tasmania Government LIST Telstra Payphones layer
02965101X2,0296513501,532 OLD NORTHERN RD,DURAL,NSW,2158,-33.69366,151.020304,,,Tasmania Government LIST Telstra Payphones layer
02965102X2,0296513503,642 OLD NORTHERN RD,DURAL,NSW,2158,-33.682298,151.02832,,,Tasmania Government LIST Telstra Payphones layer
02965103X2,0296513506,26 KENTHURST RD,DURAL,NSW,2158,-33.69273,151.01878,,,Tasmania Government LIST Telstra Payphones layer
02965303X2,0296532842,142 ARCADIA RD,ARCADIA,NSW,2159,-33.622303,151.053219,,,Tasmania Government LIST Telstra Payphones layer
02965302X2,0296532764,348 GALSTON RD,GALSTON,NSW,2159,-33.65302,151.046108,,,Tasmania Government LIST Telstra Payphones layer
02963310X2,0296332254,10 HILLTOP RD,MERRYLANDS,NSW,2160,-33.826544,150.982461,,,Tasmania Government LIST Telstra Payphones layer
02963341X2,0296335810,62 HILLTOP RD,MERRYLANDS,NSW,2160,-33.826463,150.97565,,,Tasmania Government LIST Telstra Payphones layer
02963715X2,0296379721,30 ST ANN ST,MERRYLANDS,NSW,2160,-33.840021,150.986939,,,Tasmania Government LIST Telstra Payphones layer
02963720X2,0296379509,159 PITT ST,MERRYLANDS,NSW,2160,-33.832781,150.992317,,,Tasmania Government LIST Telstra Payphones layer
02963722X2,0436386194,3 MCFARLANE ST,MERRYLANDS,NSW,2160,-33.83489,150.98857,,,Tasmania Government LIST Telstra Payphones layer
02963733X2,0296374020,9 MILLER ST,MERRYLANDS,NSW,2160,-33.837466,150.990126,,,Tasmania Government LIST Telstra Payphones layer
02963734X2,0296374059,19 BIRMINGHAM ST,MERRYLANDS,NSW,2160,-33.830737,150.991666,,,Tasmania Government LIST Telstra Payphones layer
02963735X2,0419153227,20 MCFARLANE ST,MERRYLANDS,NSW,2160,-33.835451,150.989589,,,Tasmania Government LIST Telstra Payphones layer
02968219X2,0429216529,164 MERRYLANDS RD,MERRYLANDS,NSW,2160,-33.836749,150.990643,,,Tasmania Government LIST Telstra Payphones layer
02968220X2,0296821921,1 TERMINAL PL,MERRYLANDS,NSW,2160,-33.836693,150.99221,,,Tasmania Government LIST Telstra Payphones layer
02968226X2,0296821164,ST ANN ST,MERRYLANDS,NSW,2160,-33.839494,150.9849,,,Tasmania Government LIST Telstra Payphones layer
02968229X2,0296825817,213 MERRYLANDS RD,MERRYLANDS,NSW,2160,-33.836285,150.988985,,,Tasmania Government LIST Telstra Payphones layer
02968230X2,0296826039,1 TERMINAL PL,MERRYLANDS,NSW,2160,-33.836693,150.99221,,,Tasmania Government LIST Telstra Payphones layer
02989710X2,0298973158,153 MERRYLANDS RD,MERRYLANDS,NSW,2160,-33.83665873,150.9911171,,,Tasmania Government LIST Telstra Payphones layer
02989711X2,0298972613,12 MEMORIAL AVE,MERRYLANDS,NSW,2160,-33.837156,150.989136,,,Tasmania Government LIST Telstra Payphones layer
02989712X2,0298973156,100 RAILWAY TCE,MERRYLANDS,NSW,2160,-33.836779,150.992606,,,Tasmania Government LIST Telstra Payphones layer
02963703X2,0436453379,27 SHERWOOD RD,MERRYLANDS WEST,NSW,2160,-33.834267,150.968778,,,Tasmania Government LIST Telstra Payphones layer
02989605X2,0298963848,530 MERRYLANDS RD,MERRYLANDS WEST,NSW,2160,-33.832258,150.968561,,,Tasmania Government LIST Telstra Payphones layer
02963202X2,0296323454,332 GUILDFORD RD,GUILDFORD,NSW,2161,-33.854106,150.986213,,,Tasmania Government LIST Telstra Payphones layer
02963204X2,0296325497,426 GUILDFORD RD,GUILDFORD,NSW,2161,-33.853295,150.982133,,,Tasmania Government LIST Telstra Payphones layer
02963205X2,0296325165,332 GUILDFORD RD,GUILDFORD,NSW,2161,-33.854106,150.986213,,,Tasmania Government LIST Telstra Payphones layer
02963207X2,0296321187,160 EXCELSIOR ST,GUILDFORD,NSW,2161,-33.851484,151.000466,,,Tasmania Government LIST Telstra Payphones layer
02968106X2,0296813832,126 MILITARY RD,GUILDFORD,NSW,2161,-33.854169,150.984182,,,Tasmania Government LIST Telstra Payphones layer
02989202X2,0436604454,291 GUILDFORD RD,GUILDFORD,NSW,2161,-33.854122,150.986946,,,Tasmania Government LIST Telstra Payphones layer
02989203X2,0298922509,MILITARY RD,GUILDFORD,NSW,2161,-33.85417,150.984374,,,Tasmania Government LIST Telstra Payphones layer
02968104X2,0296813276,225 FOWLER RD,GUILDFORD WEST,NSW,2161,-33.850792,150.972289,,,Tasmania Government LIST Telstra Payphones layer
02963201X2,0296322509,1 BROUGHTON ST,OLD GUILDFORD,NSW,2161,-33.86287,150.98427,,,Tasmania Government LIST Telstra Payphones layer
02989208X2,0298922564,RAILWAY ST,YENNORA,NSW,2161,-33.864837,150.970892,,,Tasmania Government LIST Telstra Payphones layer
02964407X2,0296446599,27 CHESTER HILL RD,CHESTER HILL,NSW,2162,-33.886568,151.000264,,,Tasmania Government LIST Telstra Payphones layer
02974348X2,0297437198,150 FROST LA,CHESTER HILL,NSW,2162,-33.882777,151.000981,,,Tasmania Government LIST Telstra Payphones layer
02974350X2,0297438264,196 WALDRON RD,CHESTER HILL,NSW,2162,-33.882737,150.998824,,,Tasmania Government LIST Telstra Payphones layer
02974361X2,0297437197,144 WALDRON RD,CHESTER HILL,NSW,2162,-33.883075,151.00106,,,Tasmania Government LIST Telstra Payphones layer
02974365X2,0297437367,2 CHESTER HILL RD,CHESTER HILL,NSW,2162,-33.883452,150.99938,,,Tasmania Government LIST Telstra Payphones layer
02974366X2,0297437167,83 MILLER RD,CHESTER HILL,NSW,2162,-33.871904,150.99317,,,Tasmania Government LIST Telstra Payphones layer
02964406X2,0296444741,172 ROSE ST,SEFTON,NSW,2162,-33.89901,151.01128,,,Tasmania Government LIST Telstra Payphones layer
02964504X2,0296452799,23 HECTOR ST,SEFTON,NSW,2162,-33.87815,151.007835,,,Tasmania Government LIST Telstra Payphones layer
02973809X2,0297389059,125 CARLINGFORD RD,SEFTON,NSW,2162,-33.884679,151.01186,,,Tasmania Government LIST Telstra Payphones layer
02974347X2,0297437196,151 WELLINGTON RD,SEFTON,NSW,2162,-33.88563,151.01096,,,Tasmania Government LIST Telstra Payphones layer
02974353X2,0297438510,WELLINGTON RD,SEFTON,NSW,2162,-33.885271,151.011575,,,Tasmania Government LIST Telstra Payphones layer
02972404X2,0297241851,27 CARRAMAR AVE,CARRAMAR,NSW,2163,-33.884181,150.960574,,,Tasmania Government LIST Telstra Payphones layer
02972430X2,0297246134,1 CARRAMAR AVE,CARRAMAR,NSW,2163,-33.884438,150.961267,,,Tasmania Government LIST Telstra Payphones layer
02972616X2,0297261065,82 THE HORSLEY DRV,CARRAMAR,NSW,2163,-33.884448,150.967352,,,Tasmania Government LIST Telstra Payphones layer
02972621X2,0297261288,53 MITCHELL ST,CARRAMAR,NSW,2163,-33.8804,150.96611,,,Tasmania Government LIST Telstra Payphones layer
02972431X2,0436282578,1 RIVER AVE,VILLAWOOD,NSW,2163,-33.88084,150.97674,,,Tasmania Government LIST Telstra Payphones layer
02972432X2,0297267602,69 CHRISTINA RD,VILLAWOOD,NSW,2163,-33.881548,150.985134,,,Tasmania Government LIST Telstra Payphones layer
02972636X2,0436396697,25 VILLAWOOD PL,VILLAWOOD,NSW,2163,-33.882484,150.975951,,,Tasmania Government LIST Telstra Payphones layer
02972503X2,0297251089,66 DUBLIN ST,SMITHFIELD,NSW,2164,-33.854308,150.924724,,,Tasmania Government LIST Telstra Payphones layer
02972505X2,0297251302,676 HORSLEY DRV,SMITHFIELD,NSW,2164,-33.853469,150.93973,,,Tasmania Government LIST Telstra Payphones layer
02972403X2,0427810895,57 HAMILTON RD,FAIRFIELD,NSW,2165,-33.873384,150.95085,,,Tasmania Government LIST Telstra Payphones layer
02972415X2,0297242903,43 WARE ST,FAIRFIELD,NSW,2165,-33.871481,150.955013,,,Tasmania Government LIST Telstra Payphones layer
02972426X2,0297246015,52 THE CRESCENT,FAIRFIELD,NSW,2165,-33.872176,150.957226,,,Tasmania Government LIST Telstra Payphones layer
02972427X2,0297246025,52 THE CRESCENT,FAIRFIELD,NSW,2165,-33.872341,150.957203,,,Tasmania Government LIST Telstra Payphones layer
02972507X1,0297256941,54 SMART ST,FAIRFIELD,NSW,2165,-33.868844,150.956209,,,Tasmania Government LIST Telstra Payphones layer
02972510X2,0297256069,197 HAMILTON RD,FAIRFIELD,NSW,2165,-33.872458,150.937445,,,Tasmania Government LIST Telstra Payphones layer
02972551X2,0297257648,4 STATION ST,FAIRFIELD,NSW,2165,-33.86914,150.953874,,,Tasmania Government LIST Telstra Payphones layer
02972623X2,0297261421,52 THE CRESCENT,FAIRFIELD,NSW,2165,-33.8720864,150.9565865,,,Tasmania Government LIST Telstra Payphones layer
02972632X2,0297265645,59 SMART ST,FAIRFIELD,NSW,2165,-33.868146,150.955229,,,Tasmania Government LIST Telstra Payphones layer
02972800X1,0297289021,54 SMART ST,FAIRFIELD,NSW,2165,-33.869414,150.956273,,,Tasmania Government LIST Telstra Payphones layer
02972807X2,0297286182,52 THE CRESCENT,FAIRFIELD,NSW,2165,-33.8720864,150.9565865,,,Tasmania Government LIST Telstra Payphones layer
02975401X1,0297541726,54 SMART ST,FAIRFIELD,NSW,2165,-33.868637,150.956456,,,Tasmania Government LIST Telstra Payphones layer
02975422X2,0297230961,55 WARE ST,FAIRFIELD,NSW,2165,-33.87135,150.954952,,,Tasmania Government LIST Telstra Payphones layer
02975435X2,0297541093,28 ANZAC AVE,FAIRFIELD,NSW,2165,-33.872931,150.957284,,,Tasmania Government LIST Telstra Payphones layer
02975501X2,0297550016,63 SPENCER ST,FAIRFIELD,NSW,2165,-33.870981,150.95512,,,Tasmania Government LIST Telstra Payphones layer
02972631X2,0297265232,54 TANGERINE ST,FAIRFIELD EAST,NSW,2165,-33.876467,150.974116,,,Tasmania Government LIST Telstra Payphones layer
02972434X2,0297246570,189 THE BOULEVARDE,FAIRFIELD HEIGHTS,NSW,2165,-33.864991,150.93829,,,Tasmania Government LIST Telstra Payphones layer
02972624X2,0297261756,1 GRANVILLE ST,FAIRFIELD HEIGHTS,NSW,2165,-33.866222,150.946687,,,Tasmania Government LIST Telstra Payphones layer
02975711X2,0297572271,249 THE BOULEVARDE,FAIRFIELD HEIGHTS,NSW,2165,-33.862922,150.938698,,,Tasmania Government LIST Telstra Payphones layer
02972504X2,0297251272,338 HAMILTON RD,FAIRFIELD WEST,NSW,2165,-33.870214,150.928285,,,Tasmania Government LIST Telstra Payphones layer
02972509X1,0297255302,368 HAMILTON RD,FAIRFIELD WEST,NSW,2165,-33.868313,150.923245,,,Tasmania Government LIST Telstra Payphones layer
02972401X2,0297241491,168 JOHN ST,CABRAMATTA,NSW,2166,-33.894008,150.92795,,,Tasmania Government LIST Telstra Payphones layer
02972406X2,0297260284,107 JOHN ST,CABRAMATTA,NSW,2166,-33.894877,150.934802,,,Tasmania Government LIST Telstra Payphones layer
02972419X2,0297243804,32 BOLIVIA ST,CABRAMATTA,NSW,2166,-33.897868,150.933003,,,Tasmania Government LIST Telstra Payphones layer
02972421X2,0297243942,26 ST JOHNS RD,CABRAMATTA,NSW,2166,-33.889448,150.930919,,,Tasmania Government LIST Telstra Payphones layer
02972422X2,0436393830,223 JOHN ST,CABRAMATTA,NSW,2166,-33.89306,150.9216,,,Tasmania Government LIST Telstra Payphones layer
02972424X2,0297244219,76 JOHN ST,CABRAMATTA,NSW,2166,-33.895096,150.935745,,,Tasmania Government LIST Telstra Payphones layer
02972513X2,0297256260,RAILWAY PDE,CABRAMATTA,NSW,2166,-33.894881,150.938732,,,Tasmania Government LIST Telstra Payphones layer
02972523X2,0297257682,2 JOHN ST,CABRAMATTA,NSW,2166,-33.895443,150.937835,,,Tasmania Government LIST Telstra Payphones layer
02972706X1,0297276835,59 JOHN ST,CABRAMATTA,NSW,2166,-33.895062,150.936792,,,Tasmania Government LIST Telstra Payphones layer
02975434X2,0448713190,35 HILL ST,CABRAMATTA,NSW,2166,-33.892156,150.93412,,,Tasmania Government LIST Telstra Payphones layer
02975438X2,0297234905,193 RAILWAY PDE,CABRAMATTA,NSW,2166,-33.894383,150.938573,,,Tasmania Government LIST Telstra Payphones layer
02960401X2,0296040978,52 HIGH ST,CABRAMATTA WEST,NSW,2166,-33.892008,150.916368,,,Tasmania Government LIST Telstra Payphones layer
02961003X2,0296107276,86 HARRINGTON ST,CABRAMATTA WEST,NSW,2166,-33.893758,150.909056,,,Tasmania Government LIST Telstra Payphones layer
