 , SUB_ADDR_TYP_CDE, SUB_ADDR_NR, ADD_ADDR_INFO, STREET_NR, STREET_NME, STREET_TYP_CDE, LOCALITY_NAME, STATE,Indigineous Sites, POST_CDE, ABS_AREA, SITE_LAT, SITE_LONGIT, payphones_at_site, NEAREST_PAYPHONE, DRV_PRIME_PROD_CDE, tty    ,  
03582410X1,,,O/S POST OFFICE,164,HOGAN,ST,TATURA,VIC,,3616,Tatura,-36.44028,145.22889,1,03582431X1 .309 km,MPP1,,
03582413X2,,,NR HANLON,259,HOGAN,ST,TATURA,VIC,,3616,Tatura,-36.44005,145.23616,1,03582410X1 .65 km,MPP1W,,
03582414X2,,,NR DAVY ST,22,HASTIE,ST,TATURA,VIC,,3616,Tatura,-36.44547,145.23255,1,03582410X1 .663 km,MPP1W,,
03582431X1,,,NR HOGAN FRASER,84,HOGAN,ST,TATURA,VIC,,3616,Tatura,-36.440198,145.225433,1,03582410X1 .309 km,MPP1,,
03582501X2,,,NR ECHUCA RD,2,MAC ISAAC,RD,MOOROOPNA,VIC,,3629,Mooroopna,-36.37901,145.35022,1,03582503X2 1.419 km,MPP1,,
03582503X2,,,,32,MORRELL,ST,MOOROOPNA,VIC,,3629,Mooroopna,-36.38992,145.35845,1,03582510X2 .508 km,MPP1,,
03582505X2,,,O/S POST OFFICE,130,MCLENNAN,ST,MOOROOPNA,VIC,,3629,Mooroopna,-36.39456,145.35812,1,03582510X2 .202 km,MPP1W,,
03582506X2,,,OS CAR WASH,65,MCLENNAN,ST,MOOROOPNA,VIC,,3629,Mooroopna,-36.39473,145.36043,1,03582510X2 .056 km,MPP1,,
03582509X2,,,,6705,MIDLAND,HWY,MOOROOPNA,VIC,,3629,Mooroopna,-36.40011,145.319382,1,03582511X2 2.555 km,MPP1,,
03582510X2,,,,86,MCLENNAN,ST,MOOROOPNA,VIC,,3629,Mooroopna,-36.39423,145.36035,1,03582506X2 .056 km,MPP1,,
03582511X2,,,O/S MILKBAR,1,JOSEPH,ST,MOOROOPNA,VIC,,3629,Mooroopna,-36.39639,145.34756,1,03582505X2 .966 km,MPP1W,,
03582600X2,,,,15,ANDERSON,ST,UNDERA,VIC,,3629,Undera,-36.27757,145.22153,1,03585500X2 13.068 km,MPP1,,
03582623X2,,,O/S EXCHANGE,3,ROBINSON,ST,MURCHISON,VIC,,3610,Murchison (Vic.),-36.61761,145.21869,1,03582624X2 1.931 km,MPP1W,,
03582624X2,,,,4895,WAHRING-MURCHISON EAST,RD,MURCHISON EAST,VIC,,3610,Murchison East,-36.616143,145.240253,1,03582623X2 1.931 km,MPP1,,
03582650X2,,,,24,WREN,ST,TOOLAMBA,VIC,,3614,Toolamba,-36.49023,145.33799,1,03582509X2 10.158 km,MPP1W,,
03582830X2,,,OS LOCAL HALL,0,UNION,RD,KATANDRA WEST,VIC,,3634,Katandra West,-36.22739,145.55915,1,03586550X2 9.741 km,MPP1W,,
03582861X2,,,,58,MARY,ST,DOOKIE,VIC,,3646,Dookie,-36.32739,145.6856,1,03582830X2 15.878 km,MPP1,,
03582920X2,,,OS SHEP EAST PO,713,MIDLAND,HWY,SHEPPARTON EAST,VIC,,3631,Shepparton East,-36.40022,145.4752,1,03583113X1 4.776 km,MPP1,,
03582980X2,,,,4,VICTORIA,ST,TALLYGAROOPNA,VIC,,3634,Tallygaroopna,-36.23895,145.43256,1,03582990X2 6.965 km,MPP1,,
03582990X2,,,POST OFFICE,3603,KATAMATITE-SHEPPARTON MA,RD,CONGUPNA,VIC,,3633,Congupna,-36.30159,145.43342,1,03582980X2 6.965 km,MPP1,,
03583104X1,,,VICTORIA PARK LAKE,493,WYNDHAM,ST,SHEPPARTON,VIC,,3630,Shepparton,-36.387644,145.397734,1,03583109X2 .338 km,MPP1W,,
03583109X2,,,,525,WYNDHAM,ST,SHEPPARTON,VIC,,3630,Shepparton,-36.39068,145.39752,1,03583104X1 .338 km,MPP1,,
03583110X2,,,,57,WYNDHAM,ST,SHEPPARTON,VIC,,3630,Shepparton,-36.371467,145.401429,1,03582104X2 .399 km,MPP1W,,
03583111X2,,,NR WYNDHAM ST,0,NIXON,ST,SHEPPARTON,VIC,,3630,Shepparton,-36.377043,145.399856,1,03583125X2 .215 km,MPP1W,,
03583112X2,,,OS BASE HOSPITAL,67,NUMURKAH,RD,SHEPPARTON,VIC,,3630,Shepparton,-36.36305,145.40235,1,03583128X2 .378 km,MPP1W,,
03583113X1,EAST E,,NR MEDICAL CENTRE,110,BENALLA,RD,SHEPPARTON,VIC,,3630,Shepparton,-36.387536,145.42422,1,03582101X1 .07 km,MPP1,,
03583113X2,,,O/S POST OFFICE,1,FRASER,ST,SHEPPARTON,VIC,,3630,Shepparton,-36.380212,145.399771,1,03583125X2 .172 km,MPP1W,,
03583114X2,,,NR HIGH ST,183,CORIO,ST,SHEPPARTON,VIC,,3630,Shepparton,-36.381434,145.403401,1,03583123X2 .273 km,MPP1,,
03583123X2,,,OS FIRE STATION,268,MAUDE,ST,SHEPPARTON,VIC,,3630,Shepparton,-36.38214,145.40047,1,03583113X2 .223 km,MPP1W,,
03583125X2,,,NR WELSFORD ST,1,FRYER,ST,SHEPPARTON,VIC,,3630,Shepparton,-36.378824,145.398908,1,03583113X2 .172 km,MPP1,,
03583128X2,,,CNR BRANDIT AVE,65,MALCOLM,CRS,SHEPPARTON,VIC,,3630,Shepparton,-36.35995,145.40061,1,03583112X2 .378 km,MPP1W,,
03585214X2,,,O/S POST OFFICE,139,ALLAN,ST,KYABRAM,VIC,,3620,Kyabram,-36.313468,145.045805,1,03585230X2 .208 km,MPP1,,
03585215X2,,,NR LEWRY ST,31,ALLAN,ST,KYABRAM,VIC,,3620,Kyabram,-36.31348,145.03603,1,03585214X2 .865 km,MPP1,,
03585216X2,,,OPP HAWKINS ST,377,ALLAN,ST,KYABRAM,VIC,,3620,Kyabram,-36.31346,145.05618,1,03585230X2 .764 km,MPP1W,,
03585230X2,,,NR UNION ST,189,FENAUGHTY,ST,KYABRAM,VIC,,3620,Kyabram,-36.314397,145.047729,1,03585214X2 .208 km,MPP1W,,
03585460X2,,,NR STATION ST,5,MORGAN,ST,GIRGARRE,VIC,,3624,Girgarre,-36.397688,144.979909,1,03585720X2 5.439 km,MPP1W,,
03585500X2,,,,133,WAVERLEY,AVE,MERRIGUM,VIC,,3618,Merrigum,-36.37041,145.13209,1,03585216X2 9.291 km,MPP1,,
03585610X2,,,O/S POST OFFICE,2,HIGH,ST,RUSHWORTH,VIC,,3612,Rushworth,-36.586203,145.016064,1,03585720X2 15.787 km,MPP1,,
03585720X2,,,NR BIRDWOOD AVE,1,GODLEY,PL,STANHOPE,VIC,,3623,Stanhope (Vic.),-36.44646,144.98459,1,03585460X2 5.439 km,MPP1,,
03585902X2,,,NR FIRE STATION,110,MANGAN,ST,TONGALA,VIC,,3621,Tongala,-36.24975,144.94916,1,03585903X2 .244 km,MPP1,,
03585903X2,,,NR ST JAMES ST,68,MANGAN,ST,TONGALA,VIC,,3621,Tongala,-36.251089,144.951316,1,03585902X2 .244 km,MPP1,,
03586200X2,,,OS POST OFFICE,53,MELVILLE,ST,NUMURKAH,VIC,,3636,Numurkah,-36.09072,145.44234,1,03586205X2 .863 km,MPP1,,
03586203X2,,,OS POST OFFICE,33,CARLISLE,ST,WUNGHNU,VIC,,3635,Wunghnu,-36.15398,145.43186,1,03586200X2 7.096 km,MPP1,,
03586205X2,,,NR TOCUMWAL RD,1,MCGREGOR,ST,NUMURKAH,VIC,,3636,Numurkah,-36.0832,145.44472,1,03586200X2 .863 km,MPP1,,
03586410X2,,,OUTSIDE CFA,21,WAAIA-BEARII,RD,WAAIA,VIC,,3637,Waaia,-36.0518,145.33177,1,03586205X2 10.735 km,MPP1,,
03586460X2,,,CNR CARTER ST E,2,KATUNGA N,RD,KATUNGA,VIC,,3640,Katunga,-35.99937,145.46041,1,03587450X2 8.384 km,MPP1,,
03586510X2,,,NR POST OFFICE,24,BEEK,ST,KATAMATITE,VIC,,3649,Katamatite,-36.07796,145.68822,1,03586550X2 10.651 km,MPP1W,,
03586550X2,,,OS REC RESERVE,5,BATEY,DRV,INVERGORDON,VIC,,3636,Invergordon (Vic.),-36.15004,145.61012,1,03582830X2 9.741 km,MPP1,,
03586600X2,,,OS POST OFFICE,52,BLAKE,ST,NATHALIA,VIC,,3638,Nathalia,-36.0591,145.2036,1,03586602X2 .529 km,MPP1W,,
03586602X2,,,CNR NORTH ST,31,ELIZABETH,ST,NATHALIA,VIC,,3638,Nathalia,-36.05436,145.20419,1,03586600X2 .529 km,MPP1W,,
03586820X2,,,NR GREENFIELD RD,40,WILLIAMS,ST,BEARII,VIC,,3641,Bearii,-35.900302,145.341747,1,03587450X2 12.547 km,MPP1,,
03586910X2,,,,14,MORAN,ST,PICOLA,VIC,,3639,Picola,-35.99895,145.11048,1,03586602X2 10.439 km,MPP1,,
03586930X2,,,OS BARMAH BRDG CP,46,MURRAY,ST,BARMAH,VIC,,3639,Barmah,-36.017366,144.956639,1,03586931X2 .585 km,MPP1,,
03586931X2,,,OS MURRAY PERCH CP,11,MURRAY,ST,BARMAH,VIC,,3639,Barmah,-36.017525,144.962876,1,03586930X2 .585 km,MPP1,,
03587102X2,,,,53,BROADWAY,ST,COBRAM,VIC,,3644,Cobram,-35.91689,145.64492,1,03587103X2 .442 km,MPP1,,
03587103X2,,,NR PUNT RD,47,BANK,ST,COBRAM,VIC,,3644,Cobram,-35.91994,145.64807,1,03587105X2 .29 km,MPP1W,,
03587104X2,,,NR COOBA ST,19,PUNT,RD,COBRAM,VIC,,3644,Cobram,-35.919113,145.657227,1,03587107X2 .801 km,MPP1,,
03587105X2,,,OS RLWY STN,64,PUNT,RD,COBRAM,VIC,,3644,Cobram,-35.92104,145.64515,1,03587103X2 .29 km,MPP1,,
03587107X2,,,,9,CHARLES,ST,COBRAM,VIC,,3644,Cobram,-35.91531,145.64967,1,03587102X2 .462 km,MPP1,,
03587340X2,,,,8,VERMONT,ST,BAROOGA,VIC,,3644,Barooga,-35.91288,145.6886,1,03587104X2 2.909 km,MPP1,,
03587420X2,,,NR TUPPAL RD,22,DEAN,ST,TOCUMWAL,VIC,,2714,Tocumwal,-35.809411,145.559342,1,03587423X2 .743 km,MPP1,,
03587423X2,,,OS POST OFFICE,58,DENILIQUIN,ST,TOCUMWAL,VIC,,2714,Tocumwal,-35.811954,145.566965,1,03587420X2 .743 km,MPP1W,,
03587450X2,,,NR POST OFFICE,59,MURRAY VALLEY,HWY,STRATHMERTON,VIC,,3641,Strathmerton,-35.92526,145.47762,1,03586460X2 8.384 km,MPP1,,
03588102X2,,,O/S BAKERY,327,GEORGE,ST,DENILIQUIN,NSW,,2710,Deniliquin,-35.527753,144.963691,1,03588103X2 .429 km,MPP1W,,
03588103X2,,,O/S ESTATES BLDNG,190,CRESSY,ST,DENILIQUIN,NSW,,2710,Deniliquin,-35.531435,144.965127,1,03588102X2 .429 km,MPP1,,
03588114X2,,,CNR HENRY ST,109,CRISPE,ST,DENILIQUIN,NSW,,2710,Deniliquin,-35.539527,144.962245,1,03588120X2 .764 km,MPP1,,
03588117X2,,,NR AMPOL SERV STN,347,VICTORIA,ST,DENILIQUIN,NSW,,2710,Deniliquin,-35.52306,144.98065,1,03588102X2 1.621 km,MPP1,,
03588120X2,,,CNR EDWARDES ST,357,HARFLEUR,ST,DENILIQUIN,NSW,,2710,Deniliquin,-35.532931,144.959879,1,03588103X2 .503 km,MPP1,,
03588260X2,,,NR BLIGHTY HOTEL,18934,RIVERINA,HWY,BLIGHTY,NSW,,2713,Blighty,-35.591501,145.287231,1,03588330X2 26.627 km,MPP1,,
03588314X2,,,OS POST OFFICE,43,DENISON,ST,FINLEY,NSW,,2713,Finley,-35.64075,145.57639,1,03588330X2 .929 km,MPP1,,
03588330X2,,,OS AMPOL,295,NEWELL,HWY,FINLEY,NSW,,2713,Finley,-35.648715,145.573283,1,03588314X2 .929 km,MPP1,,
03588430X1,,,PICNIC PT C/VAN PK,0,PICNIC POINT,RD,MATHOURA,NSW,,2710,Mathoura,-35.851102,144.995353,1,03588432X2 .908 km,MPP1,,
03588431X2,,,OS SERVICE STN,29,COBB,HWY,MATHOURA,NSW,,2710,Mathoura,-35.812826,144.902673,1,03588432X2 9.095 km,MPP1,,
03588432X2,,,,80,TARRAGON,RD,MATHOURA,NSW,,2710,Mathoura,-35.856601,144.987905,1,03588430X1 .908 km,MPP1,,
03588460X2,,,OS CONARGO HOTEL,5310,CONARGO,RD,CONARGO,NSW,,2710,Conargo,-35.30292,145.18117,1,03588117X2 30.486 km,MPP1,,
03588471X2,,,CRN COBB HWY,4,LANG,ST,WANGANELLA,NSW,,2710,Wanganella,-35.211868,144.815571,1,02699300X2 31.524 km,MPP1,,
03588520X2,,,OS POST OFFICE,80,JERILDERIE,ST,BERRIGAN,NSW,,2712,Berrigan,-35.657887,145.81206,1,03588314X2 21.379 km,MPP1,,
03588611X2,,,OS MOBIL S/STN,83,BOLTON,ST,JERILDERIE,NSW,,2716,Jerilderie,-35.35611,145.72926,1,03588613X2 .373 km,MPP1,,
03588613X2,,,TELEPHONE EXCHANGE,6,JERILDERIE,ST,JERILDERIE,NSW,,2716,Jerilderie,-35.355603,145.725185,1,03588611X2 .373 km,MPP1,,
03588700X2,,,O/S CARAVAN PARK,41,BROUGHAM,ST,MOULAMEIN,NSW,,2733,Moulamein,-35.085564,144.034835,1,03588750X2 .355 km,MPP1,,
03588710X2,,,O/S LIBRARY,19,COOK,ST,WAKOOL,NSW,,2710,Wakool,-35.468816,144.394813,1,03545330X1 29.96 km,MPP1,,
03588750X2,,,OS POST OFFICE,63,TALLOW,ST,MOULAMEIN,NSW,,2733,Moulamein,-35.088756,144.035016,1,03588700X2 .355 km,MPP1,,
03594000X1,PLTFM,2,CARDINIA ROAD RWS,0,CARDINIA,RD,PAKENHAM,VIC,,3810,Pakenham,-38.071389,145.436325,1,03594300Y1 2.32 km,MPP1,,
03594000X2,,,PT CNR RACECOURSE,2,CAMERON,WAY,PAKENHAM,VIC,,3810,Pakenham,-38.0775,145.49397,1,03594109X2 .724 km,MPP1W,,
03594002X2,,,OS MILK BAR,1,LEIGH,DRV,PAKENHAM,VIC,,3810,Pakenham,-38.0604,145.4976,1,03594000X2 1.927 km,MPP1,,
03594101X1,,,EAST PAKENHAM RWS,0,SHARNET,CCT,PAKENHAM,VIC,,3810,Pakenham,-38.08463,145.50818,1,03594000X2 1.47 km,MPP1W,,
03594104X2,,,PAKENHAM RLWY STN,1,RAILWAY,AVE,PAKENHAM,VIC,,3810,Pakenham,-38.08036,145.48554,1,03594109X2 .079 km,MPP1W,,
03594105X2,,,PAKENHAM EXCHANGE,117,MAIN,ST,PAKENHAM,VIC,,3810,Pakenham,-38.078264,145.482376,1,03594104X2 .361 km,MPP1,,
03594107X2,,,,6,HENRY,ST,PAKENHAM,VIC,,3810,Pakenham,-38.07457,145.48199,1,03594105X2 .412 km,MPP1,,
03594108X2,,,,9,MAIN,ST,PAKENHAM,VIC,,3810,Pakenham,-38.072843,145.476589,1,03594107X2 .51 km,MPP1W,,
03594109X2,,,CNR RAILWAY AVE,0,SLATTERY,PL,PAKENHAM,VIC,,3810,Pakenham,-38.08001,145.48633,1,03594104X2 .079 km,MPP1,,
03594250X2,,,POST OFFICE,1,NAR NAR GOON,RD,NAR NAR GOON,VIC,,3812,Nar Nar Goon,-38.081044,145.570156,1,03562921X2 5.176 km,MPP1W,,
03594280X2,,,OPP 641,641,DORE,RD,NAR NAR GOON NORTH,VIC,,3812,Nar Nar Goon North,-38.018801,145.555309,1,03594281X2 4.286 km,MPP1W,,
03594281X2,,,,2,ST JOSEPHS,SQ,MARYKNOLL,VIC,,3812,Maryknoll,-38.03291,145.60085,1,03594280X2 4.286 km,MPP1,,
03594300X2,,,POST OFFICE,432,PRINCES,HWY,OFFICER,VIC,,3809,Officer,-38.06044,145.40969,1,03594300Y1 .624 km,MPP1,,
03594300Y1,PLATFM,2,OFFICER RLWY STN,57,STATION,ST,OFFICER,VIC,,3809,Officer,-38.066,145.41072,1,03594300X2 .624 km,MPP2,,
03594400X2,,,NR HALFORD ST,28,EMERALD,RD,BEACONSFIELD UPPER,VIC,,3808,Beaconsfield Upper,-38.00443,145.41038,1,03970706X2 2.543 km,MPP1W,,
03595204X2,,,OS SHOPS,79,THOMPSON,AVE,COWES,VIC,,3922,Cowes,-38.450732,145.239083,1,03595215X2 .261 km,MPP1,,
03595208X2,,,OPP PRIMARY SCHOOL,37,SHAMROCK,AVE,COWES,VIC,,3922,Cowes,-38.45589,145.24274,1,03595204X2 .656 km,MPP1,,
03595215X2,,,NR THE ESPLANADE,1,THOMPSON,AVE,COWES,VIC,,3922,Cowes,-38.448381,145.238971,1,03595204X2 .261 km,MPP1,,
03595216X2,,,NR MARLIN ST,219,SMITHS BEACH,RD,SMITHS BEACH,VIC,,3922,Smiths Beach,-38.50166,145.25704,1,03595672X2 3.015 km,MPP1W,,
03595660X2,,,NR VISTA PL,0,WOOLAMAI BEACH,RD,CAPE WOOLAMAI,VIC,,3925,Cape Woolamai,-38.52181,145.33418,1,03595670X2 2.359 km,MPP1W,,
03595670X2,,,OS STORE,8,FORREST,AVE,NEWHAVEN,VIC,,3925,Newhaven,-38.51418,145.35949,1,03567851X2 .973 km,MPP1W,,
03595672X2,,,SURF BEACH STORE,59,PHILLIP ISLAND,RD,SURF BEACH,VIC,,3922,Surf Beach (Vic.),-38.507749,145.290808,1,03595216X2 3.015 km,MPP1W,,
03595680X2,,,ANCHORAGE PARK,380,VENTNOR,RD,VENTNOR,VIC,,3922,Ventnor (Vic.),-38.46448,145.19613,1,03595204X2 4.05 km,MPP1,,
03595690X2,,,OS RHYLL STORE,41,LOCK,RD,RHYLL,VIC,,3923,Rhyll,-38.463427,145.303743,1,03595672X2 5.055 km,MPP1,,
03596240X2,,,HOLIDAY PARK,322,DON,RD,BADGER CREEK,VIC,,3777,Badger Creek,-37.67566,145.53998,1,03596251X2 2.596 km,MPP1,,
03596243X2,,,OS  WALK SHOP,251,MAROONDAH,HWY,HEALESVILLE,VIC,,3777,Healesville,-37.65339,145.5183,1,03596250X2 .552 km,MPP1W,,
03596250X2,,,,337,MAROONDAH,HWY,HEALESVILLE,VIC,,3777,Healesville,-37.650345,145.523263,1,03596243X2 .552 km,MPP1W,,
03596251X2,,,CNR STEEL ST,40,MAROONDAH,HWY,HEALESVILLE,VIC,,3777,Healesville,-37.66573,145.51328,1,03596254X2 1.094 km,MPP1W,,
03596253X2,OPP,5,CNR CHUM CREEK RD,24,ELEVA,RD,HEALESVILLE,VIC,,3777,Healesville,-37.64883,145.49768,1,03596254X2 1.38 km,MPP1,,
03596254X2,,,CNR HEALSVILLE RD,42,HARKER,ST,HEALESVILLE,VIC,,3777,Healesville,-37.65617,145.51033,1,03596243X2 .766 km,MPP1W,,
03596290X2,,,OS MEMORIAL  HALL,1721,HEALESVILLE - KINGLAKE,RD,TOOLANGI,VIC,,3777,Toolangi,-37.53808,145.47403,1,03596520X2 7.524 km,MPP1W,,
03596330X2,,,O/S POST OFFICE,22,MURCHISON,ST,MARYSVILLE,VIC,,3779,Marysville,-37.510324,145.747379,1,03596370X2 8.716 km,MPP1W,,
03596370X2,,,,631,MAROONDAH,HWY,NARBETHONG,VIC,,3778,Narbethong (Vic.),-37.549082,145.661459,1,03596330X2 8.716 km,MPP1W,,
03596430X2,,,,583,WARBURTON,HWY,SEVILLE,VIC,,3139,Seville,-37.77754,145.4595,1,03596433X2 2.544 km,MPP1,,
03596431X2,,,CNR GEORGE ST,362,WARBURTON,HWY,WANDIN NORTH,VIC,,3139,Wandin North,-37.77953,145.42745,1,03596432X2 .184 km,MPP1,,
03596432X2,,,OS KINDERGARTEN,10,UNION,RD,WANDIN NORTH,VIC,,3139,Wandin North,-37.78119,145.42751,1,03596431X2 .184 km,MPP1,,
03596433X2,,,CNR BEENAK RD,50,HUNTER,RD,WANDIN NORTH,VIC,,3139,Wandin North,-37.790899,145.435992,1,03596432X2 1.311 km,MPP1W,,
03596470X2,,,CNR WARBUTON HWY,0,HEALESVILLE-KOO WEE RUP,RD,WOORI YALLOCK,VIC,,3139,Woori Yallock,-37.779216,145.53046,1,03596471X2 3.342 km,MPP1W,,
03596471X2,,,OS LOG CABIN PIZZA,2000,WARBURTON,HWY,LAUNCHING PLACE,VIC,,3139,Launching Place,-37.7801,145.56848,1,03596470X2 3.342 km,MPP1W,,
03596480X2,,,O/S EXCHANGE,1940,HEALESVILLE KOO WEE RUP,RD,YELLINGBO,VIC,,3139,Yellingbo,-37.813023,145.50823,1,03596470X2 4.236 km,MPP1W,,
03596520X2,,,OS CAFE SHOP,1925,MELBA,HWY,DIXONS CREEK,VIC,,3775,Dixons Creek,-37.583116,145.41031,1,03596290X2 7.524 km,MPP1W,,
03596660X2,,,,585,YARRA JUNCTION-NOOJEE,RD,GLADYSDALE,VIC,,3797,Gladysdale,-37.82313,145.65361,1,03596715X2 3.547 km,MPP1W,,
03596670X2,,,NR NOOJEE RD,1629,YARRA JUNCTION-NOOJ,RD,POWELLTOWN,VIC,,3797,Powelltown,-37.862422,145.749545,1,03596660X2 9.493 km,MPP1,,
03596680X2,,,REEFTON HOTEL,1600,WOODS POINT,RD,MCMAHONS CREEK,VIC,,3799,McMahons Creek,-37.70084,145.831219,1,03596698X2 9.541 km,MPP1W,,
03596690X1,,,POST OFFICE ENTRY,3405,WARBURTON,HWY,WARBURTON,VIC,,3799,Warburton (Vic.),-37.753558,145.6893,1,03596693X2 .714 km,MPP1,,
03596690X2,,,OPP STATION RD,3305,WARBURTON,HWY,WARBURTON,VIC,,3799,Warburton (Vic.),-37.7552,145.679972,1,03596690X1 .84 km,MPP1,,
03596692X2,,,MILLGROVE S/C,3039,WARBURTON,HWY,MILLGROVE,VIC,,3799,Millgrove,-37.75516,145.65275,1,03596711X2 1.479 km,MPP1W,,
03596693X2,,,OS RITE WAY SUPMKT,3470,WARBURTON,HWY,WARBURTON,VIC,,3799,Warburton (Vic.),-37.7534,145.69742,1,03596694X2 .667 km,MPP1W,,
03596694X2,,,OS CARAVAN PARK,30,WOODS POINT,RD,WARBURTON,VIC,,3799,Warburton (Vic.),-37.753115,145.705004,1,03596697X2 .491 km,MPP1W,,
03596697X2,,,,14,YUONGA,RD,WARBURTON,VIC,,3799,Warburton (Vic.),-37.748734,145.705751,1,03596694X2 .491 km,MPP1W,,
03596698X2,,,WARBURTON E P/S,397,WOODS POINT,RD,EAST WARBURTON,VIC,,3799,East Warburton,-37.742023,145.736049,1,03596697X2 2.766 km,MPP1W,,
03596711X2,,,,2876,WARBURTON,HWY,WESBURN,VIC,,3799,Wesburn,-37.76716,145.64547,1,03596692X2 1.479 km,MPP1W,,
03596712X2,,,NEAR HILLVIEW AVE,28,RIVERSDALE,RD,YARRA JUNCTION,VIC,,3797,Yarra Junction,-37.78752,145.62504,1,03596720X1 1.231 km,MPP1,,
03596714X2,,,NR CORDUROY RD,200,DOON,RD,YARRA JUNCTION,VIC,,3797,Yarra Junction,-37.771403,145.608713,1,03596720X1 1.212 km,MPP1,,
03596715X2,,,,210,BRITANNIA CREEK,RD,WESBURN,VIC,,3799,Wesburn,-37.791399,145.657854,1,03596711X2 2.906 km,MPP1W,,
03596720X1,,,INSIDE SHOPPING CE,2450,WARBURTON,HWY,YARRA JUNCTION,VIC,,3797,Yarra Junction,-37.781745,145.613088,1,03596714X2 1.212 km,MPP1,,
03596740X2,,,OS SCHOOL,690,GEMBROOK LAUNCHING PLACE,RD,HODDLES CREEK,VIC,,3139,Hoddles Creek,-37.831815,145.597399,1,03596660X2 5.03 km,MPP1,,
03596810X2,,,,83,MAIN,ST,GEMBROOK,VIC,,3783,Gembrook,-37.952662,145.550983,1,03596813X2 4.96 km,MPP1,,
03596813X2,,,GILWELEL SCOUTCAMP,2555,GEMBROOK LAUNCHING PLACE,RD,GEMBROOK,VIC,,3783,Gembrook,-37.912022,145.574298,1,03596810X2 4.96 km,MPP1,,
03596842X2,,,OS MEDICAL CENTRE,348,MAIN,ST,EMERALD,VIC,,3782,Emerald (Vic.),-37.93217,145.441329,1,03596843X2 1.519 km,MPP1W,,
03596843X2,,,,294,BELGRAVE-GEMBROOK,RD,CLEMATIS,VIC,,3782,Clematis,-37.929333,145.42438,1,03596842X2 1.519 km,MPP1W,,
03596844X2,,,MONBULKGEMBROOK RD,51,SCHOOL,RD,MENZIES CREEK,VIC,,3159,Menzies Creek,-37.921091,145.406947,1,03596843X2 1.782 km,MPP1,,
03596860X2,,,,445,BELGRAVE-GEMBROOK,RD,EMERALD,VIC,,3782,Emerald (Vic.),-37.921358,145.466219,1,03596842X2 2.492 km,MPP1,,
03596880X2,,,,44,MCBRIDE,ST,COCKATOO,VIC,,3781,Cockatoo (Vic.),-37.93597,145.49261,1,03596860X2 2.828 km,MPP1,,
03597100X2,,,LARNACH NR ROUNDBT,300,BAXTER-TOORADIN,RD,BAXTER,VIC,,3911,Baxter,-38.199209,145.182284,1,03597801X2 2.817 km,MPP1W,,
03597102X2,,,OS SHOPS,640,FRANKSTON-FLINDERS,RD,BAXTER,VIC,,3911,Baxter,-38.194757,145.148428,1,03978934X2 2.794 km,MPP1W,,
03597360X2,,,OS SHOPS,32,ROBERTSON,DRV,MORNINGTON,VIC,,3931,Mornington (Vic.),-38.225554,145.055975,1,03597500X2 .651 km,MPP1W,,
03597400X2,,,CNR WATSONS RD,42,LOCHIEL,AVE,MT MARTHA,VIC,,3934,Mount Martha,-38.266848,145.013458,1,03597508X2 3.822 km,MPP1W,,
03597500X2,,,NR BELEURA HILL RD,44,SHANDON,ST,MORNINGTON,VIC,,3931,Mornington (Vic.),-38.22024,145.05284,1,03597360X2 .651 km,MPP1W,,
03597505X2,,,NR CNR PITT ST,88,WILSON,RD,MORNINGTON,VIC,,3931,Mornington (Vic.),-38.23049,145.03799,1,03597601X2 1.19 km,MPP1W,,
03597508X2,,,NEAR CNR KARINA ST,34,WANDELLA,RD,MORNINGTON,VIC,,3931,Mornington (Vic.),-38.242979,145.044969,1,03597505X2 1.516 km,MPP1W,,
03597601X2,,,O/S NAB,107,MAIN,ST,MORNINGTON,VIC,,3931,Mornington (Vic.),-38.219823,145.038801,1,03597700X2 .423 km,MPP1,,
03597700X2,,,OS POLICE STATION,10,MAIN,ST,MORNINGTON,VIC,,3931,Mornington (Vic.),-38.21643,145.03682,1,03597601X2 .423 km,MPP1,,
03597740X2,,,CNR THE CRSCENT,1535,FRANKSTON-FLINDERS,RD,TYABB,VIC,,3913,Tyabb,-38.26129,145.19014,1,03597907X2 4.422 km,MPP1,,
03597742X2,,,OS CARAVAN PARK,6,LUMEAH,RD,SOMERVILLE,VIC,,3912,Somerville (Vic.),-38.247965,145.24469,1,03597740X2 4.988 km,MPP1,,
03597800X2,,,,62,BAXTER/TOORADIN,RD,PEARCEDALE,VIC,,3912,Pearcedale,-38.20277,145.23275,1,03597100X2 4.427 km,MPP1,,
03597801X2,,,O/S SHOPPING CENTR,13,ERAMOSA,RD,SOMERVILLE,VIC,,3912,Somerville (Vic.),-38.223504,145.173107,1,03597100X2 2.817 km,MPP1,,
03597882X2,,,NR DERRIL RD,545,MORNINGTON-TYABB,RD,MOOROODUC,VIC,,3933,Moorooduc,-38.247243,145.104696,1,03597360X2 4.92 km,MPP1,,
03597906X2,,,NR CNR VICTORIA ST,55,HIGH,ST,HASTINGS,VIC,,3915,Hastings (Vic.),-38.30779,145.190981,1,03597907X2 1.756 km,MPP1W,,
03597907X2,,,CNR WALLAROO PL,0,CURACOA,DRV,HASTINGS,VIC,,3915,Hastings (Vic.),-38.29905,145.17421,1,03597906X2 1.756 km,MPP1,,
