 , SUB_ADDR_TYP_CDE, SUB_ADDR_NR, ADD_ADDR_INFO, STREET_NR, STREET_NME, STREET_TYP_CDE, LOCALITY_NAME, STATE,Indigineous Sites, POST_CDE, ABS_AREA, SITE_LAT, SITE_LONGIT, payphones_at_site, NEAREST_PAYPHONE, DRV_PRIME_PROD_CDE, tty    ,  
02923215X2,,,OS EMPORIO,182,PITT,ST,SYDNEY,NSW,,2000,Sydney,-33.870248,151.208239,1,02923110X2 .016 km,MPP1W,,
02923218X2,,,OS SUSSAN,150,PITT,ST,SYDNEY,NSW,,2000,Sydney,-33.869134,151.208349,1,02923212X2 .021 km,MPP1W,,
02923220X2,,,O/S COMPUTER STORE,84,PITT,ST,SYDNEY,NSW,,2000,Sydney,-33.866809,151.208607,1,02925260X2 .078 km,MPP1W,,
02923223X2,,,,68,PITT,ST,SYDNEY,NSW,,2000,Sydney,-33.86579,151.20871,1,02923310X2 .037 km,MPP1W,,
02923225X2,,,O/S MLC CTR ENTRY,118,KING,ST,SYDNEY,NSW,,2000,Sydney,-33.868962,151.209179,1,02923218X2 .078 km,MPP1W,,
02923230X2,,,ON PITT ST,12,MARTIN,PL,SYDNEY,NSW,,2000,Sydney,-33.867605,151.209508,1,02923249X2 .044 km,MPP1W,,
02923232X2,,,CNR BRIDGE ST,121,MACQUARIE,ST,SYDNEY,NSW,,2000,Sydney,-33.863492,151.212814,1,02925252X2 .093 km,MPP1,,
02923233X2,,,NEAR MARKET ST,97,CASTLEREAGH,ST,SYDNEY,NSW,,2000,Sydney,-33.870235,151.209523,1,02923214X2 .04 km,MPP1W,,
02923249X2,,,ON CNR PITT ST,14,MARTIN,PL,SYDNEY,NSW,,2000,Sydney,-33.867626,151.209029,1,02925260X2 .038 km,MPP1W,,
02923304X2,,,NTH KING ST,388,GEORGE,ST,SYDNEY,NSW,,2000,Sydney,-33.868473,151.207028,1,02923306X2 .066 km,MPP1W,,
02923306X2,,,STH KING ST,400,GEORGE,ST,SYDNEY,NSW,,2000,Sydney,-33.869069,151.207005,1,02923304X2 .066 km,MPP1W,,
02923308X2,,,NR CURTIN PL,280,GEORGE,ST,SYDNEY,NSW,,2000,Sydney,-33.865117,151.20735,1,02927940X2 .03 km,MPP1W,,
02923310X2,,,O/S CIGNA BLDG,42,HUNTER,ST,SYDNEY,NSW,,2000,Sydney,-33.865829,151.209115,1,02923223X2 .037 km,MPP1W,,
02923312X2,,,ADJ 53 MARTIN PL,37,ELIZABETH,ST,SYDNEY,NSW,,2000,Sydney,-33.86779,151.21067,1,02922333X2 .024 km,MPP1W,,
02923314X2,,,CORNER MARTIN PL,135,PHILLIP,ST,SYDNEY,NSW,,2000,Sydney,-33.867563,151.211205,1,02923315X2 .007 km,MPP1W,,
02923315X2,,,ON ELIZABTH ST,50,MARTIN,PL,SYDNEY,NSW,,2000,Sydney,-33.867914,151.212198,1,02923314X2 .007 km,MPP1W,,
02923317X2,,,CNR PITT ST MALL,0,MARKET,ST,SYDNEY,NSW,,2000,Sydney,-33.870698,151.208172,1,02923215X2 .05 km,MPP1W,,
02923325X1,,,CNR ROWE ST,122,PITT,ST,SYDNEY,NSW,,2000,Sydney,-33.868252,151.208425,1,02923208X2 .064 km,MPP1W,,
02924703X2,,,,10,SPRING,ST,SYDNEY,NSW,,2000,Sydney,-33.864707,151.209036,1,02925236X2 .026 km,MPP1,,
02924714X2,JCDBTH,1131,OPP AMATIL BLDG,0,CIRCULAR,QY,SYDNEY,NSW,,2000,Sydney,-33.861093,151.212591,1,02925254X2 .041 km,MPP1,,
02925103X2,,,NEAR PITT ST,5020,ALFRED,ST,SYDNEY,NSW,,2000,Sydney,-33.861563,151.209554,1,02925125X2 .009 km,MPP1W,,
02925104X2,,,OS GATEWAY HOUSE,0,ALFRED,ST,SYDNEY,NSW,,2000,Sydney,-33.861597,151.209918,1,02925110X2 .041 km,MPP1W,,
02925109X2,,,OPP LOFTUS ST,0,ALFRED,ST,SYDNEY,NSW,,2000,Sydney,-33.861482,151.210606,1,02925110X2 .023 km,MPP1W,,
02925110X2,,,NEAR LOFTUS ST,1,ALFRED,ST,SYDNEY,NSW,,2000,Sydney,-33.861641,151.210401,1,02925109X2 .023 km,MPP1W,,
02925114X2,,,SYDNEY OPERA HOUSE,2,MACQUARIE,ST,SYDNEY,NSW,,2000,Sydney,-33.857228,151.214555,1,02924714X2 .465 km,MPP1,,
02925116X2,,,NEAR HIGH ST,114,KENT,ST,MILLERS POINT,NSW,,2000,Millers Point,-33.861211,151.2038,1,02925131X2 .32 km,MPP1,,
02925120X2,,,NR YOUNG ST,0,ALFRED,ST,SYDNEY,NSW,,2000,Sydney,-33.861677,151.211452,1,02925109X2 .073 km,MPP1W,,
02925125X2,,,OPPOSITE PITT ST,0,ALFRED,ST,SYDNEY,NSW,,2000,Sydney,-33.861367,151.209477,1,02925103X2 .009 km,MPP1,,
02925131X2,,,CNR KENT ST,0,ARGYLE,ST,MILLERS POINT,NSW,,2000,Millers Point,-33.858429,151.203766,1,02925116X2 .31 km,MPP1,,
02925136X2,,,CNR ALFRED ST,172,GEORGE,ST,SYDNEY,NSW,,2000,The Rocks (Sydney - NSW),-33.86158,151.208266,1,02925125X2 .104 km,MPP1W,,
02925138X2,,,CNR GEORGE ST,1,BRIDGE,ST,SYDNEY,NSW,,2000,Sydney,-33.863595,151.207584,1,02925246X2 .036 km,MPP1,,
02925146X2,,,CNR GEORGE ST,1,PLAYFAIR,ST,THE ROCKS,NSW,,2000,The Rocks (Sydney - NSW),-33.857866,151.208839,1,02925213X2 .052 km,MPP1W,,
02925209X2,,,NR LANG ST,11,GROSVENOR,ST,SYDNEY,NSW,,2000,The Rocks (Sydney - NSW),-33.863364,151.20674,1,02925246X2 .056 km,MPP1,,
02925211X2,,,OUTSIDE,151,MACQUARIE,ST,SYDNEY,NSW,,2000,Sydney,-33.865652,151.212506,1,02923235X2 .169 km,MPP1W,,
02925212X2,,,OPP HARRINGTON ST,16,ARGYLE,ST,THE ROCKS,NSW,,2000,The Rocks (Sydney - NSW),-33.858977,151.207918,1,02925262X2 .015 km,MPP1,,
02925213X2,,,OS ROCKS TOURIST C,102,GEORGE,ST,THE ROCKS,NSW,,2000,The Rocks (Sydney - NSW),-33.8584,151.20923,1,02925146X2 .052 km,MPP1,,
02925236X2,,,CNR PITT ST,30,BOND,ST,SYDNEY,NSW,,2000,Sydney,-33.864643,151.208755,1,02924703X2 .026 km,MPP1,,
02925241X2,,,CNR GRESHAM ST,21,BRIDGE,ST,SYDNEY,NSW,,2000,Sydney,-33.863617,151.209462,1,02924703X2 .127 km,MPP1,,
02925244X2,,,MET CENTRE,273,GEORGE,ST,SYDNEY,NSW,,2000,Sydney,-33.864748,151.20737,1,02923308X2 .041 km,MPP1W,,
02925246X2,,,O/S BROOKLYN HOTEL,34,GROSVENOR,ST,SYDNEY,NSW,,2000,The Rocks (Sydney - NSW),-33.863329,151.207355,1,02925138X2 .036 km,MPP1,,
02925250X2,,,O/S AAP CENTRE,259,GEORGE,ST,SYDNEY,NSW,,2000,Sydney,-33.86428,151.20737,1,02925244X2 .052 km,MPP1W,,
02925252X2,,,CNR PHILLIP ST,50,BRIDGE,ST,SYDNEY,NSW,,2000,Sydney,-33.863271,151.211836,1,02923232X2 .093 km,MPP1W,,
02925254X2,JCDBTH,1130,OPP WHARF 2 ENTRY,0,CIRCULAR,QY,SYDNEY,NSW,,2000,Sydney,-33.861345,151.212186,1,02924714X2 .041 km,MPP1,,
02925260X2,,,,17,CASTLEREAGH,ST,SYDNEY,NSW,,2000,Sydney,-33.867002,151.209849,1,02923249X2 .038 km,MPP1W,,
02925262X2,,,CNR HARRINGTON ST,39,ARGYLE,ST,THE ROCKS,NSW,,2000,The Rocks (Sydney - NSW),-33.85912,151.207816,1,02925212X2 .015 km,MPP1W,,
02926101X2,,,,370,PITT,ST,SYDNEY,NSW,,2000,Sydney,-33.877314,151.207714,1,02926417X2 .086 km,MPP1,,
02926106X1,GRND,FLR,TOWNHALL SQ S/CTRE,464,KENT,ST,SYDNEY,NSW,,2000,Sydney,-33.873471,151.205793,2,02928358X2 .087 km,MPP1,TTY,
02926107X1,GRND D,FLR,TOWNHALL SQ S/CTRE,464,KENT,ST,SYDNEY,NSW,,2000,Sydney,-33.873471,151.205793,2,02928358X2 .087 km,MPP1,,
02926109X2,,,OS PRICE BUSTERS,542,GEORGE,ST,SYDNEY,NSW,,2000,Sydney,-33.873455,151.207005,1,02926400X2 .021 km,MPP1,,
02926111X2,,,NR PITT ST,40,PARK,ST,SYDNEY,NSW,,2000,Sydney,-33.87298,151.20836,1,02926414X2 .06 km,MPP1,,
02926121X2,,,OS OLD SCHOOL,320,SUSSEX,ST,SYDNEY,NSW,,2000,Sydney,-33.875139,151.204443,1,02928358X2 .144 km,MPP1,,
02926126X2,,,TOWN HALL RWS WEST,483,GEORGE,ST,SYDNEY,NSW,,2000,Sydney,-33.873235,151.20683,2,02926400X2 .028 km,MPP1,,
02926128X2,OFFICE,,TOWNHALL RWS TCKT,483,GEORGE,ST,SYDNEY,NSW,,2000,Sydney,-33.873288,151.20713,2,02926109X2 .021 km,MPP1,,
02926147X2,JCDBTH,2032,BELOW PIER ST O/P,1,ZOLNER,CCT,SYDNEY,NSW,,2000,Sydney,-33.877338,151.201622,1,02926148X2 .032 km,MPP1,,
02926148X2,JCDBTH,2033,BELOW PIER ST O/P,1,ZOLNER,CCT,SYDNEY,NSW,,2000,Haymarket,-33.877463,151.201944,1,02926147X2 .032 km,MPP1,,
02926400X2,OFFICE,,TOWNHALL RWS TCKT,483,GEORGE,ST,SYDNEY,NSW,,2000,Sydney,-33.873288,151.20713,2,02926109X2 .021 km,MPP1,,
02926401X2,,,TOWN HALL RWS WEST,483,GEORGE,ST,SYDNEY,NSW,,2000,Sydney,-33.873235,151.20683,2,02926400X2 .028 km,MPP1,,
02926403X2,,,NEAR PITT ST,115,BATHURST,ST,SYDNEY,NSW,,2000,Sydney,-33.874408,151.207597,1,02926404X2 .088 km,MPP1W,,
02926404X2,,,DEFENCE PLAZA,270,PITT,ST,SYDNEY,NSW,,2000,Sydney,-33.873741,151.208125,1,02926111X2 .07 km,MPP1W,,
02926414X2,,,PARK REGIS,27,PARK,ST,SYDNEY,NSW,,2000,Sydney,-33.873249,151.209012,1,02926111X2 .06 km,MPP1W,,
02926417X2,,,OS CHAMBERS ARCADE,265,CASTLEREAGH,ST,SYDNEY,NSW,,2000,Sydney,-33.877271,151.208654,1,02928347X2 .062 km,MPP1W,,
02926419X2,,,O/S TELSTRA SHOP,151,BATHURST,ST,SYDNEY,NSW,,2000,Sydney,-33.874568,151.209242,1,02926421X2 .073 km,MPP1,,
02926421X2,,,S/W BATHURST ST,231,ELIZABETH,ST,SYDNEY,NSW,,2000,Sydney,-33.87515,151.209608,1,02926419X2 .073 km,MPP1W,,
02926422X2,,,OS WESTFIELDS,100,MARKET,ST,SYDNEY,NSW,,2000,Sydney,-33.870663,151.209033,1,02926910X2 .045 km,MPP1,,
02926705X2,,,O/S DARLING PARK,1,MARKET,ST,SYDNEY,NSW,,2000,Sydney,-33.870911,151.204591,1,02927933X2 .032 km,MPP1,,
02926711X2,,,O/S EVENTS,505,GEORGE,ST,SYDNEY,NSW,,2000,Sydney,-33.875236,151.206558,1,02926904X2 .022 km,MPP1,,
02926716X2,,,HYDE PARK INN,271,ELIZABETH,ST,SYDNEY,NSW,,2000,Sydney,-33.876082,151.209468,1,02921211X2 .062 km,MPP1,,
02926718X2,,,NR GEORGE ST,94,LIVERPOOL,ST,SYDNEY,NSW,,2000,Sydney,-33.876416,151.206759,1,02926732X2 .048 km,MPP1W,,
02926720X2,,,CNR PARK ST,201,ELIZABETH,ST,SYDNEY,NSW,,2000,Sydney,-33.873457,151.209824,1,02928300X2 .022 km,MPP1W,,
02926723X2,,,OS MASONIC CENTRE,66,GOULBURN,ST,SYDNEY,NSW,,2000,Sydney,-33.878128,151.207999,1,02921236X2 .09 km,MPP1W,,
02926732X2,,,CNR LIVERPOOL ST,636,GEORGE,ST,SYDNEY,NSW,,2000,Sydney,-33.876219,151.206287,1,02926907X2 .017 km,MPP1,,
02926735X2,,,N/W CNR LIVERPOOL,0,COLLEGE,ST,SYDNEY,NSW,,2000,Sydney,-33.876605,151.212165,1,02926920X2 .041 km,MPP1,,
02926741X2,,,HYDE PARK BUS STP,145,ELIZABETH (EAST SIDE),ST,SYDNEY,NSW,,2000,Sydney,-33.871009,151.210056,1,02928340X2 .025 km,MPP1W,,
02926743X2,,,,69,LIVERPOOL,ST,SYDNEY,NSW,,2000,Sydney,-33.876278,151.205413,1,02926907X2 .08 km,MPP1W,,
02926745X2,,,INTERPRO HOUSE,447,KENT,ST,SYDNEY,NSW,,2000,Sydney,-33.872306,151.204997,1,02928317X2 .063 km,MPP1W,,
02926901X2,,,NR GOULBURN ST,599,GEORGE,ST,SYDNEY,NSW,,2000,Sydney,-33.87748,151.20574,1,02926906X2 .047 km,MPP1,,
02926902X2,,,O/S HILTON HTL,496,GEORGE,ST,SYDNEY,NSW,,2000,Sydney,-33.871967,151.207041,1,02928355X2 .024 km,MPP1W,,
02926904X2,,,NR WILMONT ST,580,GEORGE,ST,SYDNEY,NSW,,2000,Sydney,-33.875067,151.206689,1,02926711X2 .022 km,MPP1,,
02926906X2,,,O/S WORLD SQUARE,690,GEORGE,ST,SYDNEY,NSW,,2000,Sydney,-33.877105,151.205977,1,02926901X2 .047 km,MPP1,,
02926907X2,,,CNR LIVERPOOL ST,555,GEORGE,ST,SYDNEY,NSW,,2000,Sydney,-33.876061,151.206247,1,02926732X2 .017 km,MPP1,,
02926910X2,,,NR MARKET ST,121,CASTLEREAGH,ST,SYDNEY,NSW,,2000,Sydney,-33.870857,151.209468,1,02926422X2 .045 km,MPP1,,
02926911X2,,,CNR GEORGE ST,1,PARK,ST,SYDNEY,NSW,,2000,Sydney,-33.873086,151.207405,1,02926400X2 .033 km,MPP1,,
02926914X2,,,,275,PITT,ST,SYDNEY,NSW,,2000,Sydney,-33.872602,151.208082,1,02926111X2 .065 km,MPP1W,,
02926920X2,,,O/S CONNAUGHT CNTR,187,LIVERPOOL,ST,SYDNEY,NSW,,2000,Sydney,-33.876932,151.211938,1,02926735X2 .041 km,MPP1,,
02926925X2,,,O/S GLOBE BLDG/G,60,PARK,ST,SYDNEY,NSW,,2000,Sydney,-33.873213,151.209776,1,02926720X2 .027 km,MPP1,,
02927927X2,,,CNR YORK ST,46,MARKET,ST,SYDNEY,NSW,,2000,Sydney,-33.870781,151.206502,1,02929915X2 .037 km,MPP1,,
02927929X2,,,OS WYNYARD STN ENT,295,GEORGE,ST,SYDNEY,NSW,,2000,Sydney,-33.86664,151.207187,1,02929906X2 .117 km,MPP1W,,
02927931X2,,,NR NAPOLEON  ST,275,KENT,ST,SYDNEY,NSW,,2000,Sydney,-33.865589,151.20423,1,02929005X2 .064 km,MPP1,,
02927933X2,,,NR MARKET ST,374,KENT,ST,SYDNEY,NSW,,2000,Sydney,-33.870776,151.204898,1,02926705X2 .032 km,MPP1,,
02927934X2,,,O/S GRACE HOTEL,77,YORK,ST,SYDNEY,NSW,,2000,Sydney,-33.868778,151.206021,1,02923306X2 .096 km,MPP1,,
02927937X2,,,NR 66 CLARENCE ST,0,ERSKINE,ST,SYDNEY,NSW,,2000,Sydney,-33.866634,151.205157,1,02929914X2 .037 km,MPP1,,
02927939X2,,,CNR WYNYARD ST,4,YORK,ST,SYDNEY,NSW,,2000,Sydney,-33.867049,151.205856,1,02929914X2 .061 km,MPP1W,,
02927940X2,,,NEAR GEORGE ST,60,MARGARET,ST,SYDNEY,NSW,,2000,Sydney,-33.865037,151.207033,1,02923308X2 .03 km,MPP1W,,
02928002X2,,,O/S HOTEL,198,ELIZABETH,ST,SURRY HILLS,NSW,,2010,Surry Hills,-33.87994,151.20915,1,02928154X7 .149 km,MPP1,,
02928004X2,,,CNR QUAY ST,187,THOMAS,ST,HAYMARKET,NSW,,2000,Haymarket,-33.881523,151.203346,1,02921137X2 .075 km,MPP1,,
02928007X2,,,CNR HAY ST,161,HARBOUR,ST,HAYMARKET,NSW,,2000,Haymarket,-33.879354,151.203504,1,02928163X2 .061 km,MPP1W,,
02928013X2,,,NR ABERCROMBIE ST,100,BROADWAY,,CHIPPENDALE,NSW,,2008,Chippendale,-33.884445,151.197287,1,02928137X2 .096 km,MPP1W,,
02928015X2,,,NR MOUNTAIN ST,185,BROADWAY,,ULTIMO,NSW,,2007,Chippendale,-33.884231,151.196141,1,02928137X2 .037 km,MPP1W,,
02928021X2,JCDBTH,2013,UNDER PYRMONT BRDG,2,MURRAY,ST,SYDNEY,NSW,,2000,Sydney,-33.870285,151.198793,1,02955201X2 .113 km,MPP1,,
02928022X2,,,NR FRANCIS ST,23,BAY,ST,GLEBE,NSW,,2037,Ultimo,-33.883164,151.194933,1,02928015X2 .142 km,MPP1W,,
02928023X2,,,O/S MARIGOLD REST,223,THOMAS,ST,HAYMARKET,NSW,,2000,Haymarket,-33.879664,151.204609,1,02921128X2 .039 km,MPP1W,,
02928104X7,PLATFM,2425,CENTRAL STATION,1,EDDY,AVE,HAYMARKET,NSW,,2000,Haymarket,-33.884176,151.206264,2,02928111X7 .113 km,MPP1,,
02928107X7,PLATFM,2425,CENTRAL STATION,1,EDDY,AVE,HAYMARKET,NSW,,2000,Haymarket,-33.884176,151.206264,2,02928111X7 .113 km,MPP1,,
02928108X7,MAIN,,CENTRAL WEST ENTRY,1,EDDY,AVE,HAYMARKET,NSW,,2000,Haymarket,-33.882401,151.205966,3,02928170X2 .018 km,MPP1,,
02928109X2,,,RAILWAY SQ RWS ENT,1,LEE,ST,CHIPPENDALE,NSW,,2008,Chippendale,-33.88363,151.203539,2,02928162X7 .054 km,MPP1,,
02928111X7,PLATFM,24,CENTRAL CONCSE NR,1,EDDY,AVE,HAYMARKET,NSW,,2000,Haymarket,-33.884152,151.20749,1,02928116X2 .076 km,MPP1,,
02928112X2,,,NEAR RAWSON PL,800,GEORGE,ST,HAYMARKET,NSW,,2000,Haymarket,-33.88151,151.204734,1,02928108X7 .083 km,MPP1W,,
02928116X2,,,NR ELIZABETH ST,2,KIPPAX,ST,SURRY HILLS,NSW,,2010,Surry Hills,-33.88416,151.20832,2,02928111X7 .076 km,MPP1,,
02928124X1,,,CENTRAL EAST ARCH,1,EDDY,AVE,HAYMARKET,NSW,,2000,Haymarket,-33.883007,151.206999,4,02921208X2 .095 km,MPP1,TTY,
02928126X2,MAIN,,CENTRAL WEST ENTRY,1,EDDY,AVE,HAYMARKET,NSW,,2000,Haymarket,-33.882401,151.205966,3,02928170X2 .018 km,MPP1,,
02928134X2,,,NR HUNT ST,43,BRISBANE,ST,SURRY HILLS,NSW,,2010,Surry Hills,-33.879458,151.211493,1,02928152X2 .133 km,MPP1,,
02928137X2,,,NR BROADWAY,61,MOUNTAIN,ST,ULTIMO,NSW,,2007,Ultimo,-33.883986,151.196401,1,02928015X2 .037 km,MPP1,,
02928140X2,,,NR ALBION ST,182,COMMONWEALTH,ST,SURRY HILLS,NSW,,2010,Surry Hills,-33.882488,151.210801,1,02928153X2 .198 km,MPP1,,
02928143X2,,,CENTRAL EAST ARCH,1,EDDY,AVE,HAYMARKET,NSW,,2000,Haymarket,-33.883007,151.206999,4,02921208X2 .095 km,MPP1,,
02928143X7,JCDBTH,2019,O/S IMAX THEATRE,31,WHEAT,RD,SYDNEY,NSW,,2000,Sydney,-33.873039,151.20168,1,02929007X2 .245 km,MPP1W,,
02928145X7,,,NR CUNNINGHAM ST,59,GOULBURN,ST,HAYMARKET,NSW,,2000,Haymarket,-33.877985,151.206593,1,02928184X2 .086 km,MPP1W,,
02928146X2,,,CENTRAL EAST ARCH,1,EDDY,AVE,HAYMARKET,NSW,,2000,Haymarket,-33.883007,151.206999,4,02921208X2 .095 km,MPP1,TTY,
02928147X2,,,CENTRAL EAST ARCH,1,EDDY,AVE,HAYMARKET,NSW,,2000,Haymarket,-33.883007,151.206999,4,02921208X2 .095 km,MPP1,,
02928149X2,,,NR MARY ANN ST,622,HARRIS,ST,ULTIMO,NSW,,2007,Ultimo,-33.880912,151.200457,2,02921224X2 .106 km,MPP1W,,
02928150X2,BLDG,D,TAFE LIBRARY FOYER,1,MARY ANN,ST,ULTIMO,NSW,,2007,Ultimo,-33.88197,151.19945,1,02921224X2 .086 km,MPP1,,
02928151X7,,,O/S RTA BLDNG,260,ELIZABETH,ST,SURRY HILLS,NSW,,2010,Surry Hills,-33.882148,151.208657,1,02921208X2 .143 km,MPP1,,
02928152X2,OS,PARK,CNR SAMUEL ST,119,CAMPBELL,ST,SURRY HILLS,NSW,,2010,Surry Hills,-33.880441,151.212332,1,02928134X2 .133 km,MPP1,,
02928153X2,,,NR COMMONWEALTH ST,24,FOVEAUX,ST,SURRY HILLS,NSW,,2010,Surry Hills,-33.883861,151.209419,1,02928116X2 .106 km,MPP1,,
02928154X2,,,NR ELIZABETH ST,2,KIPPAX,ST,SURRY HILLS,NSW,,2010,Surry Hills,-33.88416,151.20832,2,02928111X7 .076 km,MPP1,,
02928154X7,,,BETWEEN 40-50,40,CAMPBELL,ST,HAYMARKET,NSW,,2000,Haymarket,-33.87947,151.207629,1,02921135X2 .08 km,MPP1W,,
02928157X7,,,NEAR ULTIMO RD,217,THOMAS,ST,HAYMARKET,NSW,,2000,Haymarket,-33.880081,151.204337,1,02921136X2 .025 km,MPP1W,,
02928159X2,,,NR MARY ANN ST,622,HARRIS,ST,ULTIMO,NSW,,2007,Ultimo,-33.880912,151.200457,2,02921224X2 .106 km,MPP1W,,
02928161X7,,,OPP TILED WALL,408,SUSSEX,ST,HAYMARKET,NSW,,2000,Haymarket,-33.878253,151.204804,1,02921124X2 .032 km,MPP1W,,
02928162X7,,,NEAR HARRIS ST,841,GEORGE,ST,HAYMARKET,NSW,,2000,Haymarket,-33.883665,151.202951,1,02928109X2 .054 km,MPP1W,,
02928165X2,MAIN,,CENTRAL WEST ENTRY,1,EDDY,AVE,HAYMARKET,NSW,,2000,Haymarket,-33.882401,151.205966,3,02928170X2 .018 km,MPP1,,
02928169X2,,,CHINATOWN PLAZA,70,DIXON,ST,HAYMARKET,NSW,,2000,Haymarket,-33.87847,151.20407,1,02921220X2 .018 km,MPP1,,
02928170X2,MAIN,,CENTRAL WEST ENTRY,1,EDDY,AVE,HAYMARKET,NSW,,2000,Haymarket,-33.882564,151.205985,1,02928108X7 .018 km,MPP1,,
02928184X2,,,NR GOULBURN ST,615,GEORGE,ST,HAYMARKET,NSW,,2000,Haymarket,-33.877923,151.20566,1,02926901X2 .049 km,MPP1W,,
02928191X2,PAID,,CENTRAL DEVNSH ENT,1,EDDY,AVE,HAYMARKET,NSW,,2000,Haymarket,-33.885271,151.206451,1,02931904X2 .074 km,MPP1,,
02928300X2,,,CNR ELIZABETH ST,0,PARK,ST,SYDNEY,NSW,,2000,Sydney,-33.87336,151.210034,1,02926720X2 .022 km,MPP1W,,
02928301X2,ENTRCE,,OS MUSEUM RWS,0,LIVERPOOL,ST,SYDNEY,NSW,,2000,Sydney,-33.87661,151.20986,1,02921211X2 .019 km,MPP1W,,
02928311X2,,,OPP,97,BATHURST,ST,SYDNEY,NSW,,2000,Sydney,-33.874304,151.206145,1,02928358X2 .053 km,MPP1,,
02928317X2,,,,263,CLARENCE,ST,SYDNEY,NSW,,2000,Sydney,-33.871974,151.205559,1,02926745X2 .063 km,MPP1W,,
02928319X2,,,,131,YORK,ST,SYDNEY,NSW,,2000,Sydney,-33.872269,151.206371,1,02928355X2 .06 km,MPP1,,
02928330X2,,,HYDE PARK,120,ELIZABETH,ST,SYDNEY,NSW,,2000,Sydney,-33.872976,151.210112,1,02926925X2 .04 km,MPP1W,,
02928331X2,,,O/S ST JAMES RWS,118,ELIZABETH,ST,SYDNEY,NSW,,2000,Sydney,-33.870746,151.210459,1,02922313X2 .025 km,MPP1,,
02928340X2,,,NR ELIZABETH ST,89,MARKET,ST,SYDNEY,NSW,,2000,Sydney,-33.87078,151.20999,1,02926741X2 .025 km,MPP1,,
02928343X2,,,O/S ARCADE,320,PITT,ST,SYDNEY,NSW,,2000,Sydney,-33.87563,151.207967,2,02926904X2 .133 km,MPP1W,,
02928344X2,,,O/S ARCADE,320,PITT,ST,SYDNEY,NSW,,2000,Sydney,-33.87563,151.207967,2,02926904X2 .133 km,MPP1W,,
02928347X2,,,DOWNING CENTRE,143,LIVERPOOL,ST,SYDNEY,NSW,,2000,Sydney,-33.87693,151.20919,1,02928301X2 .055 km,MPP1W,,
02928354X2,,,CNR RILEY ST,0,CAMPBELL,ST,SURRY HILLS,NSW,,2010,Surry Hills,-33.880596,151.213659,1,02936113X7 .106 km,MPP1W,,
02928355X2,LG2,,QVB NR SECURITY,455,GEORGE,ST,SYDNEY,NSW,,2000,Sydney,-33.87186,151.20681,1,02926902X2 .024 km,MPP1,TTY,
02928358X2,,,NR KENT ST,93,BATHURST,ST,SYDNEY,NSW,,2000,Sydney,-33.874236,151.205572,1,02928311X2 .053 km,MPP1,,
02929005X2,,,OPP YORK LANE,83,CLARENCE,ST,SYDNEY,NSW,,2000,Sydney,-33.865373,151.204875,1,02927931X2 .064 km,MPP1,,
02929006X2,,,,379,KENT,ST,SYDNEY,NSW,,2000,Sydney,-33.869888,151.204654,1,02927933X2 .101 km,MPP1,,
02929007X2,JCDBTH,2022,UND PYRM BRDG EAST,241,WHEAT,RD,SYDNEY,NSW,,2000,Sydney,-33.870954,151.202565,1,02926705X2 .187 km,MPP1,,
02929903X2,,,CNR YORK ST,9,BARRACK,ST,SYDNEY,NSW,,2000,Sydney,-33.867714,151.206029,2,02927939X2 .075 km,MPP1W,,
02929904X1,,,WYNYARD STATION,20,CARRINGTON,ST,SYDNEY,NSW,,2000,Sydney,-33.86571,151.206325,1,02929904X2 .056 km,MPP1,,
02929904X2,,,NR MARGARET ST,2,CARRINGTON,ST,SYDNEY,NSW,,2000,Sydney,-33.865218,151.206495,1,02927940X2 .053 km,MPP1,,
02929906X2,,,NR GEORGE ST,21,BARRACK,ST,SYDNEY,NSW,,2000,Sydney,-33.867694,151.20706,2,02923304X2 .086 km,MPP1,,
02929909X2,,,O/S,74,SUSSEX,ST,SYDNEY,NSW,,2000,Sydney,-33.866687,151.203475,1,02927931X2 .14 km,MPP1W,,
02929913X2,,,OPP CNR YORK ST,42,MARGARET,ST,SYDNEY,NSW,,2000,Sydney,-33.865289,151.205678,1,02929005X2 .074 km,MPP1W,,
02929914X2,,,ADJ 37 YORK ST,0,ERSKINE,ST,SYDNEY,NSW,,2000,Sydney,-33.866556,151.205551,1,02927937X2 .037 km,MPP1W,,
02929915X2,,,NR MARKET ST,101,YORK,ST,SYDNEY,NSW,,2000,Sydney,-33.870521,151.206236,1,02927927X2 .037 km,MPP1,,
02929916X2,,,NR GEORGE ST,21,BARRACK,ST,SYDNEY,NSW,,2000,Sydney,-33.867694,151.20706,2,02923304X2 .086 km,MPP1,,
02929918X2,,,CNR YORK ST,9,BARRACK,ST,SYDNEY,NSW,,2000,Sydney,-33.867714,151.206029,2,02927939X2 .075 km,MPP1W,,
02930000X2,,,O/S CONVEN STORE,120,GLENAYR,AVE,BONDI BEACH,NSW,,2026,Bondi Beach,-33.886404,151.272962,1,02936531X2 .162 km,MPP1W,,
02930007X1,,,OS SWISS GRANDE,180,CAMPBELL,PDE,BONDI BEACH,NSW,,2026,Bondi Beach,-33.889195,151.276174,1,02936537X2 .053 km,MPP1W,,
02931004X2,,,CNR SHEPARD ST,296,ABERCROMBIE,ST,DARLINGTON,NSW,,2008,Darlington (Sydney - NSW),-33.891223,151.195933,1,02931807X2 .274 km,MPP1W,,
